,Unnamed: 0,time,Dishwasher,Home office,Fridge,Wine cellar,Garage door,Barn,Well,Microwave,Living room,temperature,humidity,visibility,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability,Furnace,Kitchen,year,month,day,weekday,weekofyear,hour,minute,timing,use_HO,gen_Sol,Car charger [kW],Water heater [kW],Air conditioning [kW],Home Theater [kW],Outdoor lights [kW],microwave [kW],Laundry [kW],Pool Pump [kW]
42,42,2016-01-01 05:42:00,3.33e-05,0.202433333,0.005133333,0.122,0.013433333,0.0316,0.001066667,0.004483333,0.001216667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.614366666,0.000616733,2016,1,1,Friday,53,5,42,Morning,1.42185,0.00305,0.3249570981093231,0.0402871369797534,0.0143473340060361,0.006439425366059,0.0164,0.0910359713917149,0.0155244083811935,0.0337818321277974
43,43,2016-01-01 05:43:00,1.67e-05,0.043333333,0.0408,0.122133333,0.013083333,0.031883333,0.001016667,0.0045,0.001216667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.1634,0.000583367,2016,1,1,Friday,53,5,43,Morning,0.7322,0.00305,0.3313622782182663,0.0404969488067742,0.0149970832796262,0.0069088224348591,0.0168,0.0164786209386624,0.0152241142519471,0.0352214395919664
44,44,2016-01-01 05:44:00,1.67e-05,0.043383333,0.005,0.122116667,0.012933333,0.03185,0.001033333,0.0043,0.001516667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.1498333339999999,0.000816667,2016,1,1,Friday,53,5,44,Morning,0.523216667,0.003366667,0.3401699798894502,0.0441939557555199,0.01415505788092,0.0070599617982068,0.0172,0.0793334494640946,0.0153859110402192,0.0367923499682586
45,45,2016-01-01 05:45:00,0.0,0.043383333,0.005,0.122316667,0.013,0.03185,0.001016667,0.0043,0.001516667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.129316666,0.000783367,2016,1,1,Friday,53,5,45,Morning,0.50875,0.00335,0.345090440631405,0.0403279509277739,0.0144132397566176,0.0069732620729242,0.0176,0.0,0.017298813366207,0.0369387113945296
46,46,2016-01-01 05:46:00,3.33e-05,0.043416667,0.00495,0.122266667,0.01285,0.03415,0.001016667,0.004316667,0.0015,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.18355,0.000833333,2016,1,1,Friday,53,5,46,Morning,0.613583333,0.003333333,0.3554230108479511,0.0447117251944389,0.0143218040067334,0.0070605742133351,0.018,0.0246285388867137,0.0196434548433329,0.0366308016238212
47,47,2016-01-01 05:47:00,0.000133333,0.0436,0.004766667,0.12215,0.0126,0.17555,0.00125,0.00425,0.001833333,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.3743999999999999,0.001016666,2016,1,1,Friday,53,5,47,Morning,0.917666667,0.00335,0.3611243321198153,0.0443649302970442,0.0147135040572437,0.0069398757615472,0.0184,0.0,0.0198349080810745,0.0383397032003768
48,48,2016-01-01 05:48:00,0.000266667,0.043666667,0.00465,0.12225,0.012333333,0.036783333,0.001016667,0.004266667,0.001483333,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.562366667,0.001200034,2016,1,1,Friday,53,5,48,Morning,0.9594,0.003366667,0.3680483831101279,0.0440073922213147,0.0143702753494332,0.0069192450413297,0.0187999999999999,0.0045028317659884,0.0176295043631473,0.0383613757524155
49,49,2016-01-01 05:49:00,0.000266667,0.043716667,0.004683333,0.1223,0.0124,0.031633333,0.001033333,0.004266667,0.001466667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.533083333,0.0012,2016,1,1,Friday,53,5,49,Morning,0.918633333,0.003383333,0.3760363001279557,0.0443417134880794,0.0143408695639171,0.0069458261171097,0.0191999999999999,0.0,0.0173782064390534,0.03987204071659
50,50,2016-01-01 05:50:00,0.000233333,0.043516667,0.004716667,0.12275,0.012416667,0.031783333,0.001016667,0.004233333,0.001633333,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.511716666,0.0012166339999999,2016,1,1,Friday,53,5,50,Morning,0.837,0.003416667,0.3831482381011962,0.0442967037182087,0.0148429967145578,0.0070517062847791,0.0195999999999999,0.0307290494414372,0.0174325925792884,0.0412321706674447
51,51,2016-01-01 05:51:00,3.33e-05,0.043283333,0.005,0.123116667,0.0129,0.031766667,0.001,0.004216667,0.001633333,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.1587,0.000833333,2016,1,1,Friday,53,5,51,Morning,0.494866667,0.0034,0.3905653923617929,0.0403905923489317,0.0138399195204359,0.0070025024932537,0.0199999999999999,0.0950950771510228,0.0176536597958462,0.0429402643252352
52,52,2016-01-01 05:52:00,1.67e-05,0.043166667,0.005133333,0.123616667,0.013133333,0.031766667,0.001,0.004233333,0.001616667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.221716666,0.0007167,2016,1,1,Friday,53,5,52,Morning,0.5872,0.003433333,0.3997277069057844,0.0445024659952932,0.0147392670623733,0.0070621106832911,0.0203999999999999,0.0,0.0198821409929857,0.0427340739225258
53,53,2016-01-01 05:53:00,3.33e-05,0.042916667,0.042216667,0.124066667,0.013316667,0.031766667,0.001,0.004233333,0.001616667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.472616666,0.0007833,2016,1,1,Friday,53,5,53,Morning,0.9307,0.003383333,0.4055812995626364,0.0484225013892829,0.0140448063840315,0.0070690722924566,0.0217999999999999,0.0,0.019897684523005,0.0442505949253095
54,54,2016-01-01 05:54:00,6.67e-05,0.042616667,0.167066667,0.12385,0.0135,0.031666667,0.001,0.0042,0.001516667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.707216666,0.000650033,2016,1,1,Friday,53,5,54,Morning,1.36085,0.003433333,0.4128812724387595,0.048233929866708,0.0147397274685276,0.0070402524416824,0.0221999999999999,0.0076731738165036,0.019980726553157,0.0442855720349532
55,55,2016-01-01 05:55:00,6.67e-05,0.04265,0.166733333,0.123733333,0.013466667,0.031716667,0.001,0.004216667,0.001616667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.70885,0.0007167,2016,1,1,Friday,53,5,55,Morning,1.36195,0.0034,0.4203265503373581,0.0449227579838606,0.0151006140326525,0.0069571809605335,0.0215999999999999,0.0,0.0197800109239386,0.0442383316199254
56,56,2016-01-01 05:56:00,6.67e-05,0.042783333,0.0222,0.12385,0.0135,0.031733333,0.001016667,0.004233333,0.001666667,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.678883333,0.0008667,2016,1,1,Friday,53,5,56,Morning,1.149316667,0.00345,0.4292324542808517,0.0442838835269314,0.0147707560062256,0.0074208860733825,0.0219999999999999,0.0133941040407233,0.0198488779584055,0.0443194037729151
57,57,2016-01-01 05:57:00,5e-05,0.042733333,0.00875,0.12335,0.013383333,0.03165,0.001,0.0042,0.00165,36.14,0.62,10.0,29.26,1016.91,9.18,0.75,282.0,0.0,24.4,0.0,0.5976166669999999,0.0007999999999999,2016,1,1,Friday,53,5,57,Morning,1.032816667,0.0034,0.434760778054756,0.048656512476408,0.0146995160991616,0.0075165555538296,0.0223999999999999,0.0,0.0194980909244183,0.0457238202884478
58,58,2016-01-01 05:58:00,3.33e-05,0.043066667,0.005166667,0.123316667,0.013183333,0.03175,0.001,0.004233333,0.001633333,35.87,0.61,10.0,29.4,1016.25,8.29,0.75,285.0,0.0,23.9,0.0,0.331066666,0.000733367,2016,1,1,Friday,53,5,58,Morning,0.7142,0.003416667,0.4430484334171891,0.0483396781557837,0.0140125837121252,0.0079876422925201,0.0247999999999999,0.0,0.0198369398465333,0.0457290967210848
59,59,2016-01-01 05:59:00,1.67e-05,0.043283333,0.005,0.123283333,0.012883333,0.031783333,0.001016667,0.004233333,0.0017,35.87,0.61,10.0,29.4,1016.25,8.29,0.75,285.0,0.0,23.9,0.0,0.15985,0.0008334,2016,1,1,Friday,53,5,59,Morning,0.497066667,0.003416667,0.4507354930053005,0.0481946679873313,0.0146781887055928,0.0080932779594246,0.0231999999999999,0.0115794663260486,0.0217131371145104,0.0457608460904671
